,page,pageviews_x,pageviews_y,category,delta,pagecount,tmp
598577,K._Sarangkapani,6,54.0,Indian_film_actors,-0.8888888888888888,876,1
51206,Chanakyan,32,641.0,Indian_films,-0.9500780031201248,6793,1
184287,Dinshaw_Edulji_Wacha,13,32.0,Indian_politicians,-0.59375,1052,1
797942,Michal_Ansky,6,10.0,Israeli_Jews,-0.4,868,1
1194714,The_House_with_Laughing_Windows,15,33.0,Italian-language_films,-0.5454545454545454,798,1
279071,Florentine_Camerata,7,20.0,Italian_composers,-0.65,347,1
404000,Hercules_(1958_film),22,127.0,Italian_films,-0.8267716535433071,1261,1
1288005,Vittorio_Pozzo,15,21.0,Italian_footballers,-0.2857142857142857,1270,1
32744,Canaletto,47,177.0,Italian_painters,-0.7344632768361582,364,1
1023948,Rockman_EXE_WS,6,20.0,Japan-exclusive_video_games,-0.7,777,1
835614,My_Neighbor_Totoro,1254,7054.0,Japanese-language_films,-0.8222285228239297,861,1
1072785,Satsuki,7,22.0,Japanese-language_surnames,-0.6818181818181819,303,1
874915,Ocean_Waves_(film),247,1242.0,Japanese_films,-0.8011272141706924,950,1
839245,Naim,6,17.0,Jewish_surnames,-0.6470588235294117,455,1
99770,Compton_Mackenzie,19,569.0,Knights_Bachelor,-0.9666080843585237,1477,1
1007647,Robert_Barrie,6,15.0,Knights_Commander_of_the_Order_of_the_Bath,-0.6,550,1
688152,List_of_foreign_La_Liga_players,75,97.0,La_Liga_footballers,-0.22680412371134018,1121,1
210222,E._D._Morel,19,18.0,Labour_Party_(UK)_MPs,0.05555555555555558,759,1
1258230,Triplochiton_scleroxylon,6,16.0,Least_concern_plants,-0.625,198,1
687890,List_of_Liberal_Party_(UK)_MPs,7,9.0,Liberal_Party_(UK)_MPs,-0.2222222222222222,443,1
689439,Live_Baby_Live,23,510.0,Live_video_albums,-0.9549019607843138,741,1
41069,Carol_Higgins_Clark,21,8307.0,Living_people,-0.9974720115565185,256522,1
434668,Imokawa_Mukuzo_Genkanban_no_Maki,9,13.0,Lost_films,-0.3076923076923077,364,1
755661,Marty_Bergen_(baseball),17,27.0,Major_League_Baseball_catchers,-0.37037037037037035,623,1
699355,Louis_Sockalexis,19,30.0,Major_League_Baseball_outfielders,-0.3666666666666667,768,1
513178,Jim_Devlin,8,19.0,Major_League_Baseball_pitchers,-0.5789473684210527,2826,1
687894,List_of_Manchester_United_F.C._players,854,1555.0,Manchester_United_F.C._players,-0.4508038585209003,457,1
1123279,Spider-Woman_(Charlotte_Witter),6,26.0,Marvel_Comics_supervillains,-0.7692307692307692,860,1
1222123,Thomas_Lyon-Bowes___12th_Earl_of_Strathmore_and_Kinghorne,8,17.0,Marylebone_Cricket_Club_cricketers,-0.5294117647058824,309,1
1017474,Robert_Robinson_Taylor,11,26.0,Massachusetts_Institute_of_Technology_alumni,-0.5769230769230769,842,1
779977,Melastoma_malabathricum,7,25.0,Medicinal_plants,-0.72,829,1
15155,Brigit_of_Kildare,192,718.0,Medieval_Gaels,-0.7325905292479109,271,1
846574,Nathaniel_Rochester,14,16.0,Members_of_the_New_York_State_Assembly,-0.125,369,1
202348,Douglas_Macmillan,6,13.0,Members_of_the_Order_of_the_British_Empire,-0.5384615384615384,991,1
1223743,Thomas_Seymour___1st_Baron_Seymour_of_Sudeley,349,3406.0,Members_of_the_Parliament_of_England_(pre-1707),-0.8975337639459777,733,1
401524,Henry_Vansittart,6,23.0,Members_of_the_Parliament_of_Great_Britain_for_English_constituencies,-0.7391304347826086,554,1
1179385,Thaddeus_Stevens,464,618.0,Members_of_the_Pennsylvania_House_of_Representatives,-0.2491909385113269,272,1
479421,Jan_Smuts,280,883.0,Members_of_the_Privy_Council_of_the_United_Kingdom,-0.6828992072480181,1336,1
996992,Richard_Temple-Nugent-Brydges-Chandos-Grenville___2nd_Duke_of_Buckingham_and_Chandos,15,162.0,Members_of_the_United_Kingdom_Parliament_for_English_constituencies,-0.9074074074074074,2744,1
1300731,Washington_Hunt,9,23.0,Members_of_the_United_States_House_of_Representatives_from_New_York,-0.6086956521739131,384,1
331715,George_W._Scranton,17,18.0,Members_of_the_United_States_House_of_Representatives_from_Pennsylvania,-0.05555555555555558,191,1
77872,Christiaan_Eijkman,11,36.0,Members_of_the_United_States_National_Academy_of_Sciences,-0.6944444444444444,1414,1
701796,Lovely_to_Look_At,9,21.0,Metro-Goldwyn-Mayer_films,-0.5714285714285714,937,1
687907,List_of_Miami_Dolphins_players,62,71.0,Miami_Dolphins_players,-0.12676056338028174,761,1
815961,Mirkwood_Elves,7,32.0,Middle-earth_redirects,-0.78125,83,1
161245,Deacon_White,21,29.0,Minor_league_baseball_managers,-0.27586206896551724,736,1
28367,C20H25N3O,10,15.0,Molecular_formulas,-0.33333333333333337,27,1
986428,Ribbon_eel,42,126.0,Monotypic_fish_genera,-0.6666666666666667,165,1
824144,Mont_Fort,8,24.0,Mountains_of_the_Alps,-0.6666666666666667,223,1
832762,Muricidae,17,26.0,Muricidae,-0.34615384615384615,30,1
309907,Gang_of_Four_(band),145,14270.0,Musical_quartets,-0.9898388227049755,801,1
983790,Restless_Heart,59,269.0,Musical_quintets,-0.7806691449814126,723,1
687915,List_of_NASCAR_drivers,138,175.0,NASCAR_drivers,-0.2114285714285714,622,1
688094,List_of_awards_and_nominations_received_by_30_Rock,15,42.0,NBC_network_shows,-0.6428571428571428,1057,1
827516,Moses_Elias_Levy,6,24.0,Naturalized_citizens_of_the_United_States,-0.75,1682,1
687922,List_of_New_Orleans_Saints_first-round_draft_picks,7,7.0,New_Orleans_Saints_players,0.0,724,1
797129,Michael_Walsh_(New_York),11,26.0,New_York_Democrats,-0.5769230769230769,477,1
687925,List_of_New_York_Giants_players,67,82.0,New_York_Giants_players,-0.18292682926829273,789,1
397132,Henry_Brewster_Stanton,13,28.0,New_York_Republicans,-0.5357142857142857,464,1
853725,New_York_State_Senate,189,242.0,New_York_State_Senators,-0.21900826446280997,223,1
122292,Dan_Peres,17,33.0,New_York_University_alumni,-0.48484848484848486,940,1
835942,My_Word_Coach,7,22.0,Nintendo_DS_games,-0.6818181818181819,817,1
23044,Bud_Flanagan,37,136.0,Officers_of_the_Order_of_the_British_Empire,-0.7279411764705883,1369,1
1218760,Thomas_Burke_(athlete),8,21.0,Olympic_medalists_in_athletics_(track_and_field),-0.6190476190476191,972,1
687851,List_of_Indian_field_hockey_captains_in_Olympics,120,99.0,Olympic_medalists_in_field_hockey,0.21212121212121215,208,1
687941,List_of_Olympic_medalists_in_football,46,55.0,Olympic_medalists_in_football,-0.1636363636363637,418,1
687942,List_of_Olympic_medalists_in_gymnastics_(men),21,18.0,Olympic_medalists_in_gymnastics,0.16666666666666674,245,1
687944,List_of_Olympic_medalists_in_ice_hockey,128,123.0,Olympic_medalists_in_ice_hockey,0.04065040650406515,380,1
687945,List_of_Olympic_medalists_in_rowing_(men),22,36.0,Olympic_medalists_in_rowing,-0.38888888888888884,192,1
687947,List_of_Olympic_medalists_in_swimming_(men),19,43.0,Olympic_medalists_in_swimming,-0.5581395348837209,472,1
283944,Francesco_Maria_Veracini,12,31.0,Opera_composers,-0.6129032258064516,621,1
947799,Porgy_and_Bess,2766,11534.0,Operas,-0.7601872724119993,771,1
688175,List_of_golfers_with_most_PGA_Tour_wins,458,533.0,PGA_Tour_golfers,-0.14071294559099434,714,1
106468,Crack_in_the_World,14,135.0,Paramount_Pictures_films,-0.8962962962962963,950,1
951378,Prince_Henry___Duke_of_Gloucester,1311,9582.0,People_educated_at_Eton_College,-0.8631809643080777,1362,1
19310,Bruce_Price,6,17.0,People_from_Baltimore___Maryland,-0.6470588235294117,651,1
1401,Boston_Corbett,133,344.0,People_from_Boston___Massachusetts,-0.6133720930232558,1002,1
325329,George_Gershwin,864,2180.0,People_from_Brooklyn,-0.6036697247706422,1832,1
725483,Manuel_Belgrano,35,50.0,People_from_Buenos_Aires,-0.30000000000000004,408,1
24049,Bugs_Moran,256,963.0,People_from_Chicago___Illinois,-0.7341640706126688,1862,1
292455,Frank_Rockefeller,24,35.0,People_from_Cleveland___Ohio,-0.3142857142857143,675,1
1070205,Sarah_Curran,6,11.0,People_from_County_Dublin,-0.4545454545454546,507,1
878515,Oliver_Burke,246,480.0,People_from_County_Galway,-0.48750000000000004,151,1
773091,Max_Greenberg,7,10.0,People_from_Detroit___Michigan,-0.30000000000000004,883,1
337260,Gerry_Leonard,20,41.0,People_from_Dublin_(city),-0.5121951219512195,473,1
871784,Norman_Warne,41,150.0,People_from_London,-0.7266666666666667,718,1
914896,Paul_Stevens_(actor),23,365.0,People_from_Los_Angeles___California,-0.936986301369863,2044,1
1017530,Robert_Roosevelt,6,17.0,People_from_Manhattan,-0.6470588235294117,795,1
1285944,Violent_Femmes,389,504.0,People_from_Milwaukee___Wisconsin,-0.22817460317460314,474,1
754576,Martin_Picard,12,21.0,People_from_Montreal,-0.4285714285714286,620,1
1162698,TRU_(group),16,25.0,People_from_New_Orleans___Louisiana,-0.36,596,1
125944,Daniel_F._Bakeman,23,46.0,People_from_New_York,-0.5,650,1
540288,John_D._Rockefeller___Jr.,35,374.0,People_from_New_York_City,-0.9064171122994652,2410,1
241228,Emily_Ryerson,7,18.0,People_from_Philadelphia___Pennsylvania,-0.6111111111111112,1195,1
369490,H._G._Peter,9,32.0,People_from_San_Francisco___California,-0.71875,958,1
589784,Julia_Grant,127,284.0,People_from_St._Louis___Missouri,-0.5528169014084507,768,1
778738,Mei_Quong_Tart,8,23.0,People_from_Sydney,-0.6521739130434783,620,1
1164136,Takahashi_Korekiyo,20,42.0,People_from_Tokyo,-0.5238095238095238,620,1
235193,Elizabeth_Simcoe,13,23.0,People_from_Toronto,-0.4347826086956522,888,1
559817,John_Smyth_(Baptist_minister),27,53.0,People_of_the_Stuart_period,-0.49056603773584906,337,1
225540,Edward_Seymour___1st_Duke_of_Somerset,214,1014.0,People_of_the_Tudor_period,-0.7889546351084813,1218,1
687959,List_of_Philadelphia_Eagles_players,47,79.0,Philadelphia_Eagles_players,-0.40506329113924056,842,1
63643,Charlie_Starr,6,11.0,Philadelphia_Phillies_players,-0.4545454545454546,785,1
296244,Fred_Clarke,6,13.0,Pittsburgh_Pirates_players,-0.5384615384615384,741,1
687962,List_of_Pittsburgh_Steelers_players,39,58.0,Pittsburgh_Steelers_players,-0.3275862068965517,681,1
1045787,Rugby,51,182.0,Place_name_disambiguation_pages,-0.7197802197802198,659,1
827717,Moses_Taylor,7,13.0,Place_of_birth_missing,-0.46153846153846156,885,1
270028,Fay_McKenzie,8,19.0,Place_of_birth_missing_(living_people),-0.5789473684210527,4796,1
1006857,Robert_Adams_(handgun_designer),17,35.0,Place_of_death_missing,-0.5142857142857142,597,1
823508,Monilinia_fructicola,58,183.0,Plant_pathogens_and_diseases,-0.6830601092896175,389,1
1264549,UFC:_Sudden_Impact,7,53.0,PlayStation_2_games,-0.8679245283018868,1655,1
1298864,Wangan_Midnight_(video_game),11,26.0,PlayStation_3_games,-0.5769230769230769,1092,1
1274059,Vampire_Hunter_D_(video_game),7,19.0,PlayStation_games,-0.631578947368421,979,1
946112,Point_guard,1170,1515.0,Point_guards,-0.2277227722772277,1014,1
1117382,Solomon_Luria,6,14.0,Polish_Jews,-0.5714285714285714,471,1
16486,Broken_Vow,16,90.0,Pop_ballads,-0.8222222222222222,927,1
921456,Peradeniya,9,17.0,Populated_places_in_Central_Province___Sri_Lanka,-0.47058823529411764,46,1
687972,List_of_Port_Vale_F.C._players,13,21.0,Port_Vale_F.C._players,-0.38095238095238093,318,1
613737,Keavy_Lynch,52,179.0,Possible_cut-and-paste_moves,-0.7094972067039106,182,1
884275,Original_Night_Stalker,33,48.0,Possibly_living_people,-0.3125,295,1
867544,Noah_Vonleh,92,134.0,Power_forwards_(basketball),-0.31343283582089554,951,1
687973,List_of_Premier_League_players_with_100_or_more_goals,116,184.0,Premier_League_players,-0.3695652173913043,2382,1
1155955,Susan_R._Barry,6,14.0,Princeton_University_alumni,-0.5714285714285714,1258,1
28389,CARICOM,12,24.0,Printworthy_redirects,-0.5,177,1
688136,List_of_families_of_Lahore,11,31.0,Punjabi_people,-0.6451612903225806,763,1
1201657,The_New_Atlantis_(journal),18,20.0,Quarterly_journals,-0.09999999999999998,331,1
1203661,The_Pill_(song),31,120.0,RPM_Country_Tracks_number-one_singles,-0.7416666666666667,776,1
373407,Hambletonian_10,6,8.0,Racehorses_trained_in_the_United_States,-0.25,364,1
423349,Hyundai_Universe,6,32.0,Rear-wheel-drive_vehicles,-0.8125,1007,1
888135,Otto_Ruge,8,13.0,Recipients_of_the_Bronze_Star_Medal,-0.3846153846153846,1205,1
578320,Joseph_Henry_Pendleton,7,12.0,Recipients_of_the_Distinguished_Service_Medal_(United_States),-0.41666666666666663,774,1
336541,German_Cross,71,77.0,Recipients_of_the_German_Cross,-0.07792207792207795,280,1
1044491,Rudolf_Clausius,41,108.0,Recipients_of_the_Iron_Cross,-0.6203703703703703,501,1
302957,Friedrich_Kirchner,9,22.0,Recipients_of_the_Knight's_Cross,-0.5909090909090908,836,1
17905,Bruce_C._Clarke,6,15.0,Recipients_of_the_Legion_of_Merit,-0.6,1322,1
1104266,Sidney_Reilly,140,128.0,Recipients_of_the_Military_Cross,0.09375,465,1
282230,Four_Chaplains,138,274.0,Recipients_of_the_Purple_Heart_medal,-0.4963503649635036,1191,1
641562,Koromon,7,8.0,Redirects_from_Digimon,-0.125,11,1
1272514,Val_Venis,317,795.0,Redirects_from_alternative_names,-0.6012578616352201,211,1
693091,Lonesome_Loser,9,23.0,Redirects_from_songs,-0.6086956521739131,417,1
455986,Jack_Stratton,12,32.0,Republic_of_Ireland_association_footballers,-0.625,538,1
1233698,Tisza,30,52.0,Rivers_of_Romania,-0.42307692307692313,6,1
390926,Hedonism_(Just_Because_You_Feel_Good),11,362.0,Rock_ballads,-0.9696132596685083,852,1
1031032,Roman_Catholic_Diocese_of_Bungoma,11,38.0,Roman_Catholic_dioceses_and_prelatures_established_in_the_20th_century,-0.7105263157894737,342,1
693876,Lord_Adolphus_FitzClarence,15,38.0,Royal_Navy_admirals,-0.6052631578947368,375,1
370091,HMS_Avenger,7,24.0,Royal_Navy_ship_names,-0.7083333333333333,384,1
688157,List_of_foreign_Russian_Premier_League_players,9,14.0,Russian_Premier_League_players,-0.3571428571428571,432,1
687992,List_of_San_Francisco_49ers_starting_quarterbacks,2908,3360.0,San_Francisco_49ers_players,-0.1345238095238095,795,1
1269072,United_Independent_School_District,6,15.0,School_districts_in_Texas,-0.6,308,1
519428,Jimmy_McGrory,64,67.0,Scottish_Football_League_players,-0.04477611940298509,1383,1
688159,List_of_foreign_Scottish_Premier_League_players,121,66.0,Scottish_Premier_League_players,0.8333333333333333,1018,1
1327526,Willie_Maley,11,22.0,Scottish_footballers,-0.5,1525,1
984550,Revenge_of_the_Pink_Panther,47,138.0,Sequel_films,-0.6594202898550725,963,1
687747,List_of_Argentine_footballers_in_Serie_A,6,17.0,Serie_A_footballers,-0.6470588235294117,1543,1
5824,Brandon_Triche,16,26.0,Shooting_guards,-0.3846153846153846,1086,1
393960,Helio_Stallion,6,17.0,Single-engine_aircraft,-0.6470588235294117,856,1
1114811,Small_forward,1121,1436.0,Small_forwards,-0.21935933147632314,921,1
1188249,The_Devil's_Backbone,236,598.0,Spanish-language_films,-0.6053511705685619,721,1
508259,Jesse_Burkett,7,13.0,St._Louis_Cardinals_players,-0.46153846153846156,788,1
687999,List_of_Stanford_University_people,71,78.0,Stanford_University_alumni,-0.08974358974358976,1080,1
1178938,Tex_Rickard,30,55.0,Stanley_Cup_champions,-0.4545454545454546,822,1
1145974,Stoke_City_F.C._Player_of_the_Year,9,9.0,Stoke_City_F.C._players,0.0,380,1
688301,List_of_top_goalscorers_in_Superleague_Greece_by_season,7,12.0,Superleague_Greece_players,-0.41666666666666663,485,1
1270791,Usher,49,246.0,Surnames,-0.8008130081300813,1995,1
308982,Galatta_Kalyanam,40,655.0,Tamil-language_films,-0.9389312977099237,1526,1
1072566,Sati_Anasuya,12,27.0,Telugu-language_films,-0.5555555555555556,892,1
319655,Geoff_Bent,20,207.0,The_Football_League_players,-0.9033816425120773,6006,1
1112830,Sizing_Europe,6,24.0,Thoroughbred_racehorses,-0.75,927,1
445078,It's_Not_Unusual,72,785.0,UK_Singles_Chart_number-one_singles,-0.9082802547770701,943,1
1246316,Toms_Place___California,7,123.0,Unincorporated_communities_in_California,-0.943089430894309,500,1
279865,Floyds_Knobs___Indiana,13,22.0,Unincorporated_communities_in_Indiana,-0.40909090909090906,188,1
948253,Possum_Trot___Kentucky,7,25.0,Unincorporated_communities_in_Kentucky,-0.72,205,1
372543,Hale's_Ford___Virginia,7,20.0,Unincorporated_communities_in_Virginia,-0.65,447,1
1084345,Seneca_Rocks___West_Virginia,8,23.0,Unincorporated_communities_in_West_Virginia,-0.6521739130434783,307,1
276968,Fish_Creek___Wisconsin,9,14.0,Unincorporated_communities_in_Wisconsin,-0.3571428571428571,125,1
1320182,William_Jackson_Palmer,13,24.0,United_States_Army_Medal_of_Honor_recipients,-0.45833333333333337,628,1
1318407,William_H._French,7,24.0,United_States_Army_generals,-0.7083333333333333,958,1
995585,Richard_R._Wright,12,124.0,United_States_Army_officers,-0.9032258064516129,1178,1
142487,David_B._Barkley,6,22.0,United_States_Army_soldiers,-0.7272727272727273,1318,1
824556,Montgomery_Blair,15,42.0,United_States_Military_Academy_alumni,-0.6428571428571428,873,1
1269097,United_States_Naval_Academy_Cemetery,24,16.0,United_States_Naval_Academy_alumni,0.5,577,1
223146,Edward_Fitzgerald_Beale,13,42.0,United_States_Navy_officers,-0.6904761904761905,806,1
1266207,USS_Williamsburg,8,20.0,United_States_Navy_ship_names,-0.6,357,1
750699,Marsh_v._Alabama,6,21.0,United_States_Supreme_Court_cases,-0.7142857142857143,1073,1
1084159,Seminole_(film),6,36.0,Universal_Pictures_films,-0.8333333333333334,973,1
1269950,Upendrakishore_Ray_Chowdhury,49,163.0,University_of_Calcutta_alumni,-0.6993865030674846,689,1
813158,Milman_Parry,8,18.0,University_of_California___Berkeley_alumni,-0.5555555555555556,1197,1
68090,Chicago_Boys,94,95.0,University_of_Chicago_alumni,-0.010526315789473717,861,1
562480,John_W._Kern,6,12.0,University_of_Michigan_alumni,-0.5,944,1
595232,Junkyard_Empire,6,15.0,University_of_Minnesota_alumni,-0.6,615,1
586409,Juan_Luis_Vives,7,19.0,University_of_Paris_alumni,-0.631578947368421,629,1
1013199,Robert_J._Walker,8,15.0,University_of_Pennsylvania_alumni,-0.4666666666666667,586,1
1188541,The_Dirty_Dozen_(filmmaking),11,10.0,University_of_Southern_California_alumni,0.10000000000000009,895,1
1060398,Sam_Hughes,15,19.0,University_of_Toronto_alumni,-0.21052631578947367,697,1
562491,John_W._Kingdon,6,8.0,University_of_Wisconsin%E2%80%93Madison_alumni,-0.25,783,1
862190,Night_Work_(Scissor_Sisters_album),14,175.0,Unprintworthy_redirects,-0.92,1358,1
1322539,William_Nicholas_Selig,9,35.0,Vaudeville_performers,-0.7428571428571429,740,1
1227359,Tigon_Studios,25,95.0,Video_game_development_companies,-0.736842105263158,813,1
1122134,Sparkster:_Rocket_Knight_Adventures_2,7,19.0,Video_game_sequels,-0.631578947368421,945,1
1332969,World_Rugby,61,202.0,Video_games_developed_in_the_United_Kingdom,-0.698019801980198,944,1
263320,Excite_Truck,8,34.0,Video_games_developed_in_the_United_States,-0.7647058823529411,959,1
723709,Mangasuli,9,13.0,Villages_in_Belgaum_district,-0.3076923076923077,101,1
680950,Lidice,132,115.0,Villages_in_the_Czech_Republic,0.14782608695652177,59,1
631592,Khaya_ivorensis,11,24.0,Vulnerable_plants,-0.5416666666666667,221,1
378598,Hard_(Gang_of_Four_album),20,683.0,Warner_Bros._Records_albums,-0.9707174231332357,840,1
1198924,The_Lucky_One_(film),324,1070.0,Warner_Bros._films,-0.6971962616822429,1254,1
688063,List_of_Washington_Redskins_first-round_draft_picks,13,16.0,Washington_Redskins_players,-0.1875,1037,1
1088306,Sexy_Poker,7,20.0,Wii_games,-0.65,779,1
1335130,Xonotic,8,50.0,Windows_games,-0.84,3841,1
1264827,USS_Boggs_(DD-136),8,19.0,World_War_II_auxiliary_ships_of_the_United_States,-0.5789473684210527,326,1
282570,Fracture_(video_game),7,34.0,Xbox_360_games,-0.7941176470588236,1105,1
322677,George_Bird_Grinnell,12,38.0,Yale_University_alumni,-0.6842105263157895,1843,1
1261451,Tuone_Udaina,14,129.0,Year_of_birth_missing,-0.8914728682170543,2551,1
1054524,Sabine_Karsenti,12,32.0,Year_of_birth_missing_(living_people),-0.625,19372,1
542028,John_Edward_Swindler,10,61.0,Year_of_birth_uncertain,-0.8360655737704918,1357,1
920302,Pemmasani_Ramalinga_Nayudu,10,57.0,Year_of_birth_unknown,-0.8245614035087719,3041,1
1299445,Wariyapola_Sri_Sumangala,13,54.0,Year_of_death_missing,-0.7592592592592593,1624,1
1045589,Rufio_(officer_of_Caesar),13,101.0,Year_of_death_unknown,-0.8712871287128713,1122,1
